name,lat,lng,address,google_maps_url,place_id,cid,google_name,status
TRẠM THU PHÍ PHÁP VÂN- CẦU GIẼ,20.9075135,105.8613805,"WV46+XF4, ĐCT Pháp Vân - Cầu Giẽ, Nam Phù, Hà Nội, Việt Nam","https://www.google.com/maps/place/Tr%E1%BA%A1m+thu+ph%C3%AD+Ph%C3%A1p+V%C3%A2n/@20.9075135,105.8613805,17z/data=!3m1!4b1!4m6!3m5!1s0x3135b3eca01742e5:0xa4130783e09443d5!8m2!3d20.9075135!4d105.8613805!16s%2Fg%2F11t4928m1f?entry=ttu&g_ep=EgoyMDI2MDYwMS4wIKXMDSoASAFQAw%3D%3D",,0x3135b3eca01742e5:0xa4130783e09443d5,Trạm thu phí Pháp Vân,1
TRẠM THU PHÍ CẦU HẠC TRÌ,21.2945151,105.4493861,"Trạm thu phí cầu Hạc Trì, Thanh Miếu, Phú Thọ, Việt Nam","https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+C%E1%BA%A7u+H%E1%BA%A1c+Tr%C3%AC/@21.2945151,105.4493861,17z/data=!3m1!4b1!4m6!3m5!1s0x3134f3fb132c71c3:0x1919de4d7243a0bd!8m2!3d21.2945151!4d105.4493861!16s%2Fg%2F11p01q3gyj?entry=ttu&g_ep=EgoyMDI2MDYwMS4wIKXMDSoASAFQAw%3D%3D",,0x3134f3fb132c71c3:0x1919de4d7243a0bd,Trạm Thu phí Cầu Hạc Trì,1
TRẠM THU PHÍ BẠC LIÊU,9.3743521,105.7122771,"9PF6+PWR, Vĩnh Lợi, Cà Mau, Việt Nam","https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+B%E1%BA%A1c+Li%C3%AAu/@9.3743521,105.7122771,17z/data=!3m1!4b1!4m6!3m5!1s0x31a10618864342cf:0xdba2f305ec5244bb!8m2!3d9.3743521!4d105.7122771!16s%2Fg%2F11c6rfwy2c?entry=ttu&g_ep=EgoyMDI2MDYwMS4wIKXMDSoASAFQAw%3D%3D",,0x31a10618864342cf:0xdba2f305ec5244bb,Trạm Thu phí Bạc Liêu,1
TRẠM THU PHÍ ĐẮC NÔNG,12.1883894,107.6376395,"5JQQ+932, QL14, Trường Xuân, Lâm Đồng, Việt Nam","https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+%C4%90%E1%BA%AFk+Song/@12.1883894,107.6376395,17z/data=!3m1!4b1!4m6!3m5!1s0x3173b50e4072701b:0x71e0ee2bb31561b0!8m2!3d12.1883894!4d107.6376395!16s%2Fg%2F11g9jdd5jv?entry=ttu&g_ep=EgoyMDI2MDYwMS4wIKXMDSoASAFQAw%3D%3D",,0x3173b50e4072701b:0x71e0ee2bb31561b0,Trạm Thu phí Đắk Song,1
TRẠM THU PHÍ BẮC THĂNG LONG- NỘI BÀI,21.2031777,105.7795302,"6Q3H+7RC, Đ. Võ Văn Kiệt, Nội Bài, Hà Nội, Việt Nam","https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+B%E1%BA%AFc+Th%C4%83ng+Long+-+N%E1%BB%99i+B%C3%A0i/@21.2031777,105.7795302,17z/data=!3m1!4b1!4m6!3m5!1s0x3134fd51f7b40205:0x440a3d15bb1842f3!8m2!3d21.2031777!4d105.7795302!16s%2Fg%2F11h40yh90n?entry=ttu&g_ep=EgoyMDI2MDYwMS4wIKXMDSoASAFQAw%3D%3D",,0x3134fd51f7b40205:0x440a3d15bb1842f3,Trạm Thu phí Bắc Thăng Long - Nội Bài,1
TRẠM THU PHÍ VẠN ĐIỂM ( PV-CG),20.9075135,105.8613805,"WV46+XF4, ĐCT Pháp Vân - Cầu Giẽ, Nam Phù, Hà Nội, Việt Nam","https://www.google.com/maps/place/Tr%E1%BA%A1m+thu+ph%C3%AD+Ph%C3%A1p+V%C3%A2n/@20.9075135,105.8613805,17z/data=!3m1!4b1!4m6!3m5!1s0x3135b3eca01742e5:0xa4130783e09443d5!8m2!3d20.9075135!4d105.8613805!16s%2Fg%2F11t4928m1f?entry=ttu&g_ep=EgoyMDI2MDYwMS4wIKXMDSoASAFQAw%3D%3D",,0x3135b3eca01742e5:0xa4130783e09443d5,Trạm thu phí Pháp Vân,1
TRẠM THU PHÍ AN SƯƠNG AN LẠC,10.7949827,106.5966321,"QHVV+VC8 Trạm thu phí An Sương-An Lạc, 562 QL1A, Bình Hưng Hòa, Hồ Chí Minh, Việt Nam","https://www.google.com/maps/place/Tr%E1%BA%A1m+thu+ph%C3%AD+An+S%C6%B0%C6%A1ng+-+An+L%E1%BA%A1c/@10.7949827,106.5966321,17z/data=!3m1!4b1!4m6!3m5!1s0x31752b882c626f87:0xc3fe29f53512493a!8m2!3d10.7949827!4d106.5966321!16s%2Fg%2F11gbh_x9_3?entry=ttu&g_ep=EgoyMDI2MDYwMS4wIKXMDSoASAFQAw%3D%3D",,0x31752b882c626f87:0xc3fe29f53512493a,Trạm thu phí An Sương - An Lạc,1
Trạm thu phí Hải Hà,21.4650905,107.7058191,"FP84+28P, Quảng Đức, Quảng Ninh, Việt Nam","https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+H%E1%BA%A3i+H%C3%A0/@21.4650905,107.7058191,17z/data=!3m1!4b1!4m6!3m5!1s0x314b492f469c0df7:0xf8ffe4c1f81ae76f!8m2!3d21.4650905!4d107.7058191!16s%2Fg%2F11sbrbplmn?entry=ttu&g_ep=EgoyMDI2MDYwMS4wIKXMDSoASAFQAw%3D%3D",,0x314b492f469c0df7:0xf8ffe4c1f81ae76f,Trạm Thu phí Hải Hà,1
Trạm thu phí 104 – BGLS,21.3159083,106.2588803,"8785+9H6, Lạng Giang, Bắc Ninh, Việt Nam","https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+Km+104+Cao+t%E1%BB%91c+B%E1%BA%AFc+Giang+-+L%E1%BA%A1ng+S%C6%A1n/@21.3159083,106.2588803,17z/data=!3m1!4b1!4m6!3m5!1s0x31356fbf1b2b51cf:0x1aa4222cc58fd58f!8m2!3d21.3159083!4d106.2588803!16s%2Fg%2F11j92yjk63?entry=ttu&g_ep=EgoyMDI2MDYwMS4wIKXMDSoASAFQAw%3D%3D",,0x31356fbf1b2b51cf:0x1aa4222cc58fd58f,Trạm Thu phí Km 104 Cao tốc Bắc Giang - Lạng Sơn,1
Trạm thu phí 279 BGLS,21.6205522,106.5586596,"JHC5+6FF, ĐCT Bắc Giang - Lạng Sơn, Chi Lăng, Lạng Sơn, Việt Nam","https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+Qu%E1%BB%91c+l%E1%BB%99+279/@21.6205522,106.5586596,17z/data=!3m1!4b1!4m6!3m5!1s0x314aa94675f122f7:0x34b7d4deee34ac21!8m2!3d21.6205522!4d106.5586596!16s%2Fg%2F11j8l2s317?entry=ttu&g_ep=EgoyMDI2MDYwMS4wIKXMDSoASAFQAw%3D%3D",,0x314aa94675f122f7:0x34b7d4deee34ac21,Trạm Thu phí Quốc lộ 279,1
Trạm thu phí Sông Phan,10.8753228,107.9313434,"AH1, Hàm Thuận Nam, Lâm Đồng, Việt Nam","https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+S%C3%B4ng+Phan/@10.8753228,107.9313434,17z/data=!3m1!4b1!4m6!3m5!1s0x31742c15db7d2153:0xa11541de968563f!8m2!3d10.8753228!4d107.9313434!16s%2Fg%2F11c59txqjd?entry=ttu&g_ep=EgoyMDI2MDYwMS4wIKXMDSoASAFQAw%3D%3D",,0x31742c15db7d2153:0xa11541de968563f,Trạm Thu phí Sông Phan,1
Trạm thu phí Ea Đar,12.8129567,108.511572,"RG76+5JP, Ea Đar, Ea Kar, Đắk Lắk, Việt Nam","https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+Ea+%C4%90ar/@12.8129567,108.511572,17z/data=!3m1!4b1!4m6!3m5!1s0x3171df0024e23181:0xedbf03015eb4f5c!8m2!3d12.8129567!4d108.511572!16s%2Fg%2F11lmhftr8f?entry=ttu&g_ep=EgoyMDI2MDYwMS4wIKXMDSoASAFQAw%3D%3D",,0x3171df0024e23181:0xedbf03015eb4f5c,Trạm Thu phí Ea Đar,1
Trạm thu phí Km124+720 – QL19,14.05472,108.3294748,"Hra, Gia Lai, Việt Nam","https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+Km+124%2B720+Qu%E1%BB%91c+l%E1%BB%99+19/@14.05472,108.3294748,17z/data=!3m1!4b1!4m6!3m5!1s0x316ebb0001f56dbb:0x56111d065d58e648!8m2!3d14.05472!4d108.3294748!16s%2Fg%2F11x0q_xdgw?entry=ttu&g_ep=EgoyMDI2MDYwMS4wIKXMDSoASAFQAw%3D%3D",,0x316ebb0001f56dbb:0x56111d065d58e648,Trạm Thu phí Km 124+720 Quốc lộ 19,1
Trạm thu phí Nam Cầu Giẽ,20.6651745,105.9166062,"Duy Hà, Ninh Bình, Việt Nam","https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+Nam+C%E1%BA%A7u+Gi%E1%BA%BD/@20.6651745,105.9166062,17z/data=!3m1!4b1!4m6!3m5!1s0x3135c91b4d6f893d:0xcbf527d56e0a48c2!8m2!3d20.6651745!4d105.9166062!16s%2Fg%2F11b8_7fycf?entry=ttu&g_ep=EgoyMDI2MDYwMS4wIKXMDSoASAFQAw%3D%3D",,0x3135c91b4d6f893d:0xcbf527d56e0a48c2,Trạm Thu phí Nam Cầu Giẽ,1
Trạm thu phí Bắc Thăng Long – Nội Bài,21.2031777,105.7795302,"6Q3H+7RC, Đ. Võ Văn Kiệt, Nội Bài, Hà Nội, Việt Nam","https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+B%E1%BA%AFc+Th%C4%83ng+Long+-+N%E1%BB%99i+B%C3%A0i/@21.2031777,105.7795302,17z/data=!3m1!4b1!4m6!3m5!1s0x3134fd51f7b40205:0x440a3d15bb1842f3!8m2!3d21.2031777!4d105.7795302!16s%2Fg%2F11h40yh90n?entry=ttu&g_ep=EgoyMDI2MDYwMS4wIKXMDSoASAFQAw%3D%3D",,0x3134fd51f7b40205:0x440a3d15bb1842f3,Trạm Thu phí Bắc Thăng Long - Nội Bài,1
Trạm thu phí Cầu Văn Lang (QL32 – QL32C),21.2855318,105.4040457,"Km7+180 đường Phú Hà (đường dẫn cầu Văn Lang, Cổ Đô, Hà Nội, Việt Nam","https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+C%E1%BA%A7u+V%C4%83n+Lang/@21.2855318,105.4040457,17z/data=!3m1!4b1!4m6!3m5!1s0x31348d76680dd1b1:0x7c8d79fa31cadab1!8m2!3d21.2855318!4d105.4040457!16s%2Fg%2F11gmcc9sjt?entry=ttu&g_ep=EgoyMDI2MDYwMS4wIKXMDSoASAFQAw%3D%3D",,0x31348d76680dd1b1:0x7c8d79fa31cadab1,Trạm Thu phí Cầu Văn Lang,1
Trạm thu phí Hòa Lạc – Hòa Bình,20.9651479,105.3953827,"Hòa Bình, Việt Nam","https://www.google.com/maps/place/Tra%CC%A3m+thu+phi%CC%81+%C4%91%C6%B0%C6%A1%CC%80ng+H%C3%B2a+La%CC%A3c+-+H%C3%B2a+Bi%CC%80nh/@20.9651479,105.3953827,17z/data=!3m1!4b1!4m6!3m5!1s0x3134670e534e2239:0x2e82b38ed3a7312e!8m2!3d20.9651479!4d105.3979576!16s%2Fg%2F11h01t634c?authuser=0&hl=vi&entry=ttu&g_ep=EgoyMDI2MDYwMS4wIKXMDSoASAFQAw%3D%3D",,0x3134670e534e2239:0x2e82b38ed3a7312e,Trạm thu phí đường Hòa Lạc - Hòa Bình,1
Trạm thu phí Xuân Mai – Hòa Bình,20.8703058,105.5135751,"Trạm thu phí QL 6 Xuân Mai - Hòa Bình, QL6, Lương Sơn, Phú Thọ, Việt Nam","https://www.google.com/maps/place/Tr%E1%BA%A1m+thu+ph%C3%AD+Xu%C3%A2n+Mai+-+H%C3%B2a+B%C3%ACnh/@20.8703058,105.5135751,17z/data=!3m1!4b1!4m6!3m5!1s0x313445381aaa7d43:0x55caab985c2053a8!8m2!3d20.8703058!4d105.5135751!16s%2Fg%2F11vhcc0vy7?entry=ttu&g_ep=EgoyMDI2MDYwMS4wIKXMDSoASAFQAw%3D%3D",,0x313445381aaa7d43:0x55caab985c2053a8,Trạm thu phí Xuân Mai - Hòa Bình,1
Trạm thu phí Ninh Lộc,12.4443288,109.1205638,"C4VC+P6P, AH1, Nam Ninh Hòa, Khánh Hòa, Việt Nam","https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+Ninh+L%E1%BB%99c/@12.4443288,109.1205638,17z/data=!3m1!4b1!4m6!3m5!1s0x317040ebc6892873:0x35e7b3cb040fb76b!8m2!3d12.4443288!4d109.1205638!16s%2Fg%2F11g8lv308h?entry=ttu&g_ep=EgoyMDI2MDYwMS4wIKXMDSoASAFQAw%3D%3D",,0x317040ebc6892873:0x35e7b3cb040fb76b,Trạm Thu phí Ninh Lộc,1
Trạm thu phí Liên Đầm,11.5664985,107.9987574,"QL20, Di Linh, Lâm Đồng, Việt Nam","https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+Li%C3%AAn+%C4%90%E1%BA%A7m/@11.5664985,107.9987574,17z/data=!3m1!4b1!4m6!3m5!1s0x3173fe8a14074911:0xbce55b02c8db83c3!8m2!3d11.5664985!4d107.9987574!16s%2Fg%2F11cs0sdl_d?entry=ttu&g_ep=EgoyMDI2MDYwMS4wIKXMDSoASAFQAw%3D%3D",,0x3173fe8a14074911:0xbce55b02c8db83c3,Trạm Thu phí Liên Đầm,1
Trạm thu phí Cà Ná,11.3736884,108.8810717,"9VFJ+JJ5, Cà Ná, Khánh Hòa, Việt Nam","https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+C%C3%A0+N%C3%A1/@11.3736884,108.8810717,17z/data=!3m1!4b1!4m6!3m5!1s0x31772b9e6ca9e32b:0xfb8ea3546b324b43!8m2!3d11.3736884!4d108.8810717!16s%2Fg%2F11qb5qnhpt?entry=ttu&g_ep=EgoyMDI2MDYwMS4wIKXMDSoASAFQAw%3D%3D",,0x31772b9e6ca9e32b:0xfb8ea3546b324b43,Trạm Thu phí Cà Ná,1
Trạm thu phí Hầm Đèo Cả,12.9032248,109.365703,"W938+77, Hòa Xuân, Đắk Lắk, Việt Nam","https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+H%E1%BA%A7m+%C4%90%C3%A8o+C%E1%BA%A3/@12.9032248,109.365703,17z/data=!3m1!4b1!4m6!3m5!1s0x316fe5b33809e3b5:0xbe2959acacd59cb!8m2!3d12.9032248!4d109.365703!16s%2Fg%2F11rqncv7b2?entry=ttu&g_ep=EgoyMDI2MDYwMS4wIKXMDSoASAFQAw%3D%3D",,0x316fe5b33809e3b5:0xbe2959acacd59cb,Trạm Thu phí Hầm Đèo Cả,1
Trạm thu phí Hầm Cù Mông,13.7035521,109.1744789,"P53F+CQH, khu vực 8, Quy Nhơn Tây, Gia Lai, Việt Nam","https://www.google.com/maps/place/Tr%E1%BA%A1m+thu+ph%C3%AD+h%E1%BA%A7m+C%C3%B9+M%C3%B4ng/@13.7035521,109.1744789,17z/data=!3m1!4b1!4m6!3m5!1s0x316f13389e5dfb65:0x272d2caee5252b88!8m2!3d13.7035521!4d109.1744789!16s%2Fg%2F11fk3d3hxq?entry=ttu&g_ep=EgoyMDI2MDYwMS4wIKXMDSoASAFQAw%3D%3D",,0x316f13389e5dfb65:0x272d2caee5252b88,Trạm thu phí hầm Cù Mông,1
Trạm thu phí Cổ Chiên,10.0199467,106.2974383,"QL60, Nhị Long, Vĩnh Long, Việt Nam","https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+phi%CC%81+C%E1%BA%A7u+C%E1%BB%95+Chi%C3%AAn/@10.0199467,106.2974383,17z/data=!3m1!4b1!4m6!3m5!1s0x31a011d2e7cc7445:0x5736ca957fd86d!8m2!3d10.0199467!4d106.2974383!16s%2Fg%2F11c5gdl6p7?entry=ttu&g_ep=EgoyMDI2MDYwMS4wIKXMDSoASAFQAw%3D%3D",,0x31a011d2e7cc7445:0x5736ca957fd86d,Trạm Thu phí Cầu Cổ Chiên,1
Trạm thu phí Cai Chanh,11.9121874,107.3905139,"W96R+V6C, Quảng Tín, Lâm Đồng, Việt Nam","https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+Cai+Chanh/@11.9121874,107.3905139,17z/data=!3m1!4b1!4m6!3m5!1s0x3173a3074e16a48d:0xb547db8093c4d94a!8m2!3d11.9121874!4d107.3905139!16s%2Fg%2F11gy7fgyqd?entry=ttu&g_ep=EgoyMDI2MDYwMS4wIKXMDSoASAFQAw%3D%3D",,0x3173a3074e16a48d:0xb547db8093c4d94a,Trạm Thu phí Cai Chanh,1
Trạm thu phí Đắk Song,12.1883894,107.6376395,"5JQQ+932, QL14, Trường Xuân, Lâm Đồng, Việt Nam","https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+%C4%90%E1%BA%AFk+Song/@12.1883894,107.6376395,17z/data=!3m1!4b1!4m6!3m5!1s0x3173b50e4072701b:0x71e0ee2bb31561b0!8m2!3d12.1883894!4d107.6376395!16s%2Fg%2F11g9jdd5jv?entry=ttu&g_ep=EgoyMDI2MDYwMS4wIKXMDSoASAFQAw%3D%3D",,0x3173b50e4072701b:0x71e0ee2bb31561b0,Trạm Thu phí Đắk Song,1
Trạm thu phí Cầu Bạch Đằng,20.8628001,106.7848935,"VQ7M+4XC, Cao Tốc Hạ Long - Hải Phòng, Liên Hòa, Quảng Ninh, Việt Nam","https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+C%E1%BA%A7u+B%E1%BA%A1ch+%C4%90%E1%BA%B1ng/@20.8628001,106.7848935,17z/data=!3m1!4b1!4m6!3m5!1s0x314a6516a7b83963:0xa757c3ce7aa9d178!8m2!3d20.8628001!4d106.7848935!16s%2Fg%2F11f9zs3z6j?entry=ttu&g_ep=EgoyMDI2MDYwMS4wIKXMDSoASAFQAw%3D%3D",,0x314a6516a7b83963:0xa757c3ce7aa9d178,Trạm Thu phí Cầu Bạch Đằng,1
Trạm thu phí Thuận Phú,11.577385,106.8944299,"ĐT741, Thuận Lợi, Đồng Nai, Việt Nam","https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+Thu%E1%BA%ADn+Ph%C3%BA/@11.577385,106.8944299,17z/data=!3m1!4b1!4m6!3m5!1s0x31735fede04f5499:0xe17d0fd408be040f!8m2!3d11.577385!4d106.8944299!16s%2Fg%2F11dztsbsz7?entry=ttu&g_ep=EgoyMDI2MDYwMS4wIKXMDSoASAFQAw%3D%3D",,0x31735fede04f5499:0xe17d0fd408be040f,Trạm Thu phí Thuận Phú,1
Trạm thu phí Bù Nho,11.7275712,106.8751126,"PVHG+22H, ĐT741, Phú Riềng, Đồng Nai, Việt Nam","https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+B%C3%B9+Nho/@11.7275712,106.8751126,17z/data=!3m1!4b1!4m6!3m5!1s0x31735d0004067931:0x7902a27e6cbe0b27!8m2!3d11.7275712!4d106.8751126!16s%2Fg%2F11x0r07bk1?entry=ttu&g_ep=EgoyMDI2MDYwMS4wIKXMDSoASAFQAw%3D%3D",,0x31735d0004067931:0x7902a27e6cbe0b27,Trạm Thu phí Bù Nho,1
Trạm thu phí Thanh Lương,11.7228358,106.5832213,"PHFM+47Q, QL13, An Lộc, Đồng Nai, Việt Nam","https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+Thanh+L%C6%B0%C6%A1ng/@11.7228358,106.5832213,17z/data=!3m1!4b1!4m6!3m5!1s0x317352566b1731d1:0x952d7636d99090a2!8m2!3d11.7228358!4d106.5832213!16s%2Fg%2F11hcfs9kl4?entry=ttu&g_ep=EgoyMDI2MDYwMS4wIKXMDSoASAFQAw%3D%3D",,0x317352566b1731d1:0x952d7636d99090a2,Trạm Thu phí Thanh Lương,1
Trạm thu phí Tân Lập,11.3881366,106.8255669,"Xã An Bình, H.Phú Giáo, T.Bình Dương, ĐT741, Đồng Phú, Đồng Nai, Việt Nam","https://www.google.com/maps/place/Tr%E1%BA%A1m+thu+ph%C3%AD+T%C3%A2n+L%E1%BA%ADp,+X%C3%A3+An+B%C3%ACnh,+H.Ph%C3%BA+Gi%C3%A1o,+T.B%C3%ACnh+D%C6%B0%C6%A1ng,+%C4%90T741,+%C4%90%E1%BB%93ng+Ph%C3%BA,+%C4%90%E1%BB%93ng+Nai,+Vi%E1%BB%87t+Nam/@11.3881366,106.8255669,17z/data=!3m1!4b1!4m6!3m5!1s0x3174bcaeea80752f:0x90f2d4af4970423e!8m2!3d11.3881366!4d106.8255669!16s%2Fg%2F12vqky4jf?entry=ttu&g_ep=EgoyMDI2MDYwMS4wIKXMDSoASAFQAw%3D%3D",,0x3174bcaeea80752f:0x90f2d4af4970423e,Trạm thu phí Tân Lập,1
Trạm Thu phí Dầu Giây,10.9183029,107.1639825,"Trạm thu phí Dầu Giây, ĐCT Thành phố Hồ Chí Minh - Long Thành - Dầu Giây, Dầu Giây, Đồng Nai, Việt Nam",https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+D%E1%BA%A7u+Gi%C3%A2y/data=!4m7!3m6!1s0x3174fc690874042f:0xbb3689f10ee85bca!8m2!3d10.9183029!4d107.1639825!16s%2Fg%2F11c1nch_b2!19sChIJLwR0CGn8dDERylvoDvGJNrs?authuser=0&hl=vi&rclk=1,ChIJLwR0CGn8dDERylvoDvGJNrs,0x3174fc690874042f:0xbb3689f10ee85bca,Trạm Thu phí Dầu Giây,1
Trạm Thu phí Quốc lộ 51,10.7652167,106.9565542,"QX84+3JM, Long Thành, Đồng Nai, Việt Nam",https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+Qu%E1%BB%91c+l%E1%BB%99+51/data=!4m7!3m6!1s0x317518d709c08f45:0xd006f326c735ff2f!8m2!3d10.7652167!4d106.9565542!16s%2Fg%2F11g8yfsdks!19sChIJRY_ACdcYdTERL_81xybzBtA?authuser=0&hl=vi&rclk=1,ChIJRY_ACdcYdTERL_81xybzBtA,0x317518d709c08f45:0xd006f326c735ff2f,Trạm Thu phí Quốc lộ 51,1
Trạm thu phí BOT Thanh Nê,20.3915191,106.4301286,"kiến xương, Kiến Xương, Hưng Yên, Việt Nam",https://www.google.com/maps/place/Tr%E1%BA%A1m+thu+ph%C3%AD+BOT+Thanh+N%C3%AA/data=!4m7!3m6!1s0x3135fdf354a1c3cd:0xc78a788faffd3965!8m2!3d20.3915191!4d106.4301286!16s%2Fg%2F11t89zzh6d!19sChIJzcOhVPP9NTERZTn9r494isc?authuser=0&hl=vi&rclk=1,ChIJzcOhVPP9NTERZTn9r494isc,0x3135fdf354a1c3cd:0xc78a788faffd3965,Trạm thu phí BOT Thanh Nê,1
Trạm thu phí BOT Thanh Nê số 1,20.3909019,106.429265,"9CRH+9P6, QL39B, Kiến Xương, Hưng Yên, Việt Nam",https://www.google.com/maps/place/Tr%E1%BA%A1m+thu+ph%C3%AD+BOT+Thanh+N%C3%AA+s%E1%BB%91+1/data=!4m7!3m6!1s0x3135fd1395fa014d:0x76157f976340ff43!8m2!3d20.3909019!4d106.429265!16s%2Fg%2F11t8cl78zb!19sChIJTQH6lRP9NTERQ_9AY5d_FXY?authuser=0&hl=vi&rclk=1,ChIJTQH6lRP9NTERQ_9AY5d_FXY,0x3135fd1395fa014d:0x76157f976340ff43,Trạm thu phí BOT Thanh Nê số 1,1
Trạm Thu phí An Thái Trung ( cục vàng đứng 24/24),10.3172145,105.8853816,"8V8P+95Q, Thanh Hưng, Đồng Tháp, Việt Nam",https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+An+Th%C3%A1i+Trung+%28+c%E1%BB%A5c+v%C3%A0ng+%C4%91%E1%BB%A9ng+24%2F24%29/data=!4m7!3m6!1s0x310a858a589777cf:0xc75ec9487e799422!8m2!3d10.3172145!4d105.8853816!16s%2Fg%2F11vzf3ycpk!19sChIJz3eXWIqFCjERIpR5fkjJXsc?authuser=0&hl=vi&rclk=1,ChIJz3eXWIqFCjERIpR5fkjJXsc,0x310a858a589777cf:0xc75ec9487e799422,Trạm Thu phí An Thái Trung ( cục vàng đứng 24/24),1
Trạm Thu phí Vạn Điểm,20.7738315,105.9072808,"QWF4+GWJ, Phú Xuyên, Hà Nội, Việt Nam",https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+V%E1%BA%A1n+%C4%90i%E1%BB%83m/data=!4m7!3m6!1s0x3135b75f51b95cdf:0xc94579eb9f4867d8!8m2!3d20.7738315!4d105.9072808!16s%2Fg%2F11t6h80vl9!19sChIJ31y5UV-3NTER2GdIn-t5Rck?authuser=0&hl=vi&rclk=1,ChIJ31y5UV-3NTER2GdIn-t5Rck,0x3135b75f51b95cdf:0xc94579eb9f4867d8,Trạm Thu phí Vạn Điểm,1
Trạm thu phí cao tốc Hà Nội - Hải Phòng,20.770163,106.712798,"QPC7+347, CT04, Dương Kinh, Hải Phòng, Việt Nam",https://www.google.com/maps/place/Tr%E1%BA%A1m+thu+ph%C3%AD+cao+t%E1%BB%91c+H%C3%A0+N%E1%BB%99i+-+H%E1%BA%A3i+Ph%C3%B2ng/data=!4m7!3m6!1s0x314a71da5f51d149:0xa585c7cd43cd174a!8m2!3d20.770163!4d106.712798!16s%2Fg%2F11c5325vp1!19sChIJSdFRX9pxSjERShfNQ83HhaU?authuser=0&hl=vi&rclk=1,ChIJSdFRX9pxSjERShfNQ83HhaU,0x314a71da5f51d149:0xa585c7cd43cd174a,Trạm thu phí cao tốc Hà Nội - Hải Phòng,1
Trạm Thu phí Km 6 Cao tốc Hà Nội - Lào Cai,21.2527144,105.7396484,"Trạm thu phí Cao tốc Nội Bài - Lào Cai, ĐCT05, Kim Anh, Hà Nội, Việt Nam",https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+Km+6+Cao+t%E1%BB%91c+H%C3%A0+N%E1%BB%99i+-+L%C3%A0o+Cai/data=!4m7!3m6!1s0x3134fd8b351ed795:0x637cd3668cdd4fbb!8m2!3d21.2527144!4d105.7396484!16s%2Fg%2F11h7t2ytcy!19sChIJldceNYv9NDERu0_djGbTfGM?authuser=0&hl=vi&rclk=1,ChIJldceNYv9NDERu0_djGbTfGM,0x3134fd8b351ed795:0x637cd3668cdd4fbb,Trạm Thu phí Km 6 Cao tốc Hà Nội - Lào Cai,1
Trạm Thu phí Bắc Thăng Long - Nội Bài,21.2031777,105.7795302,"6Q3H+7RC, Đ. Võ Văn Kiệt, Nội Bài, Hà Nội, Việt Nam",https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+B%E1%BA%AFc+Th%C4%83ng+Long+-+N%E1%BB%99i+B%C3%A0i/data=!4m7!3m6!1s0x3134fd51f7b40205:0x440a3d15bb1842f3!8m2!3d21.2031777!4d105.7795302!16s%2Fg%2F11h40yh90n!19sChIJBQK091H9NDER80IYuxU9CkQ?authuser=0&hl=vi&rclk=1,ChIJBQK091H9NDER80IYuxU9CkQ,0x3134fd51f7b40205:0x440a3d15bb1842f3,Trạm Thu phí Bắc Thăng Long - Nội Bài,1
