name,lat,lng,address,google_maps_url,place_id,cid,google_name,status
Trạm Thu phí Suối Dầu,12.1787627,109.0586434,"53H5+MHQ, Suối Dầu, Khánh Hòa, Việt Nam",https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+Su%E1%BB%91i+D%E1%BA%A7u/data=!4m7!3m6!1s0x317059002e72d7cf:0xe3782ade3166f961!8m2!3d12.1787627!4d109.0586434!16s%2Fg%2F11vwyh2tsx!19sChIJz9dyLgBZcDERYflmMd4qeOM?authuser=0&hl=vi&rclk=1,ChIJz9dyLgBZcDERYflmMd4qeOM,0x317059002e72d7cf:0xe3782ade3166f961,Trạm Thu phí Suối Dầu,1
Trạm Thu phí Bình Giang,20.8509984,106.2025468,"V622+GR, Nguyễn Lương Bằng, Hải Phòng, Việt Nam",https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+B%C3%ACnh+Giang/data=!4m7!3m6!1s0x313597001a8c5709:0xb7c1c9956ea6013d!8m2!3d20.8509984!4d106.2025468!16s%2Fg%2F11vpy_57c8!19sChIJCVeMGgCXNTERPQGmbpXJwbc?authuser=0&hl=vi&rclk=1,ChIJCVeMGgCXNTERPQGmbpXJwbc,0x313597001a8c5709:0xb7c1c9956ea6013d,Trạm Thu phí Bình Giang,1
Trạm Thu phí Cái Bè,10.4068739,106.0320194,"C24J+PRR, Hội Cư, Đồng Tháp, Việt Nam",https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+C%C3%A1i+B%C3%A8/data=!4m7!3m6!1s0x310a9100560536b9:0x8a3a73450cb3e840!8m2!3d10.4068739!4d106.0320194!16s%2Fg%2F11y41q8l8p!19sChIJuTYFVgCRCjERQOizDEVzOoo?authuser=0&hl=vi&rclk=1,ChIJuTYFVgCRCjERQOizDEVzOoo,0x310a9100560536b9:0x8a3a73450cb3e840,Trạm Thu phí Cái Bè,1
Trạm Thu phí Cầu Yên Lệnh,20.6589395,106.0489839,"Trạm thu phí, QL38, Sơn Nam, Hưng Yên, Việt Nam",https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+C%E1%BA%A7u+Y%C3%AAn+L%E1%BB%87nh/data=!4m7!3m6!1s0x3135c700037e47a5:0x32dc3f5499b24201!8m2!3d20.6589395!4d106.0489839!16s%2Fg%2F11x0pqc_4x!19sChIJpUd-AwDHNTERAUKymVQ_3DI?authuser=0&hl=vi&rclk=1,ChIJpUd-AwDHNTERAUKymVQ_3DI,0x3135c700037e47a5:0x32dc3f5499b24201,Trạm Thu phí Cầu Yên Lệnh,1
Trạm Thu phí Số 1 - Quốc lộ 5,20.9493367,106.0125573,"W2X7+P2M, QL5, Như Quỳnh, Hưng Yên, Việt Nam",https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+S%E1%BB%91+1+-+Qu%E1%BB%91c+l%E1%BB%99+5/data=!4m7!3m6!1s0x3135a5611a298687:0x7923b12f71f9f315!8m2!3d20.9493367!4d106.0125573!16s%2Fg%2F11mprbskjr!19sChIJh4YpGmGlNTERFfP5cS-xI3k?authuser=0&hl=vi&rclk=1,ChIJh4YpGmGlNTERFfP5cS-xI3k,0x3135a5611a298687:0x7923b12f71f9f315,Trạm Thu phí Số 1 - Quốc lộ 5,1
Trạm Thu phí Yên Mỹ,20.8502087,106.0275494,"V22H+32M, Nút Giao Yên Mỹ, Yên Mỹ, Hưng Yên, Việt Nam",https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+Y%C3%AAn+M%E1%BB%B9/data=!4m7!3m6!1s0x3135bba80cd543cb:0xfdefe4b416aeb45e!8m2!3d20.8502087!4d106.0275494!16s%2Fg%2F11dztry1tj!19sChIJy0PVDKi7NTERXrSuFrTk7_0?authuser=0&hl=vi&rclk=1,ChIJy0PVDKi7NTERXrSuFrTk7_0,0x3135bba80cd543cb:0xfdefe4b416aeb45e,Trạm Thu phí Yên Mỹ,1
Trạm thu phí QL10 (cao tốc HN - HP),20.7999695,106.5225158,"QGXF+P7C, An Quang, Hải Phòng, Việt Nam",https://www.google.com/maps/place/Tr%E1%BA%A1m+thu+ph%C3%AD+QL10+%28cao+t%E1%BB%91c+HN+-+HP%29/data=!4m7!3m6!1s0x313589004000cef3:0x4adc415ffc4ff45d!8m2!3d20.7999695!4d106.5225158!16s%2Fg%2F11xc_slfc7!19sChIJ884AQACJNTERXfRP_F9B3Eo?authuser=0&hl=vi&rclk=1,ChIJ884AQACJNTERXfRP_F9B3Eo,0x313589004000cef3:0x4adc415ffc4ff45d,Trạm thu phí QL10 (cao tốc HN - HP),1
Trạm Thu phí Dương Kinh,20.7761144,106.7239025,"QPGF+CHR, Dương Kinh, Hải Phòng, Việt Nam",https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+D%C6%B0%C6%A1ng+Kinh/data=!4m7!3m6!1s0x314a6e29dc6eb3d7:0x47710169a3932e3d!8m2!3d20.7761144!4d106.7239025!16s%2Fg%2F11b5wkj957!19sChIJ17Nu3CluSjERPS6To2kBcUc?authuser=0&hl=vi&rclk=1,ChIJ17Nu3CluSjERPS6To2kBcUc,0x314a6e29dc6eb3d7:0x47710169a3932e3d,Trạm Thu phí Dương Kinh,1
Trạm thu phí QL 5B,20.8552617,106.120794,"V439+JWF, Đỗ Mỹ, Phạm Ngũ Lão, Hưng Yên, Việt Nam",https://www.google.com/maps/place/Tr%E1%BA%A1m+thu+ph%C3%AD+QL+5B/data=!4m7!3m6!1s0x3135bd00785b2e85:0x790d71c6faf24021!8m2!3d20.8552617!4d106.120794!16s%2Fg%2F11x141gp5b!19sChIJhS5beAC9NTERIUDy-sZxDXk?authuser=0&hl=vi&rclk=1,ChIJhS5beAC9NTERIUDy-sZxDXk,0x3135bd00785b2e85:0x790d71c6faf24021,Trạm thu phí QL 5B,1
Trạm Thu phí Quốc lộ 17B,20.9647965,106.5191627,"XG79+WM7, ĐT388, Phú Thái, Hải Phòng, Việt Nam",https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+Qu%E1%BB%91c+l%E1%BB%99+17B/data=!4m7!3m6!1s0x313580bd850df097:0x301fe632558d0a1d!8m2!3d20.9647965!4d106.5191627!16s%2Fg%2F11b682ndvk!19sChIJl_ANhb2ANTERHQqNVTLmHzA?authuser=0&hl=vi&rclk=1,ChIJl_ANhb2ANTERHQqNVTLmHzA,0x313580bd850df097:0x301fe632558d0a1d,Trạm Thu phí Quốc lộ 17B,1
Trạm thu phí Pháp Vân,20.9075135,105.8613805,"WV46+XF4, ĐCT Pháp Vân - Cầu Giẽ, Nam Phù, Hà Nội, Việt Nam",https://www.google.com/maps/place/Tr%E1%BA%A1m+thu+ph%C3%AD+Ph%C3%A1p+V%C3%A2n/data=!4m7!3m6!1s0x3135b3eca01742e5:0xa4130783e09443d5!8m2!3d20.9075135!4d105.8613805!16s%2Fg%2F11t4928m1f!19sChIJ5UIXoOyzNTER1UOU4IMHE6Q?authuser=0&hl=vi&rclk=1,ChIJ5UIXoOyzNTER1UOU4IMHE6Q,0x3135b3eca01742e5:0xa4130783e09443d5,Trạm thu phí Pháp Vân,1
Trạm Thu Phí Bến Thủy,18.6486115,105.7045906,"JPX3+CRW, Nguyễn Du, Trường Vinh, Nghệ An, Việt Nam",https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+Ph%C3%AD+B%E1%BA%BFn+Th%E1%BB%A7y/data=!4m7!3m6!1s0x3139cc309e138d9d:0xa556f73630796640!8m2!3d18.6486115!4d105.7045906!16s%2Fg%2F11bccmh4x4!19sChIJnY0TnjDMOTERQGZ5MDb3VqU?authuser=0&hl=vi&rclk=1,ChIJnY0TnjDMOTERQGZ5MDb3VqU,0x3139cc309e138d9d:0xa556f73630796640,Trạm Thu Phí Bến Thủy,1
Trạm Thu phí Cầu Bến Thuỷ 2,18.6408002,105.6990692,"JMRX+8JG, AH1, Lam Thành, Nghệ An, Việt Nam",https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+C%E1%BA%A7u+B%E1%BA%BFn+Thu%E1%BB%B7+2/data=!4m7!3m6!1s0x3139cc233b3e30d5:0x4de96a2f8b014877!8m2!3d18.6408002!4d105.6990692!16s%2Fg%2F11fzf13zck!19sChIJ1TA-OyPMOTERd0gBiy9q6U0?authuser=0&hl=vi&rclk=1,ChIJ1TA-OyPMOTERd0gBiy9q6U0,0x3139cc233b3e30d5:0x4de96a2f8b014877,Trạm Thu phí Cầu Bến Thuỷ 2,1
Trạm Thu phí Sân bay Pleiku,14.0072709,108.0048155,"2 vũ đức cường, Thống Nhất, Gia Lai 600000, Việt Nam",https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+S%C3%A2n+bay+Pleiku/data=!4m7!3m6!1s0x316c1fc4ebe6a4a7:0xda540b2d470b5baf!8m2!3d14.0072709!4d108.0048155!16s%2Fg%2F11s23zhmc8!19sChIJp6Tm68QfbDERr1sLRy0LVNo?authuser=0&hl=vi&rclk=1,ChIJp6Tm68QfbDERr1sLRy0LVNo,0x316c1fc4ebe6a4a7:0xda540b2d470b5baf,Trạm Thu phí Sân bay Pleiku,1
Trạm Thu phí Km 124+720 Quốc lộ 19,14.05472,108.3294748,"Hra, Gia Lai, Việt Nam",https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+Km+124%2B720+Qu%E1%BB%91c+l%E1%BB%99+19/data=!4m7!3m6!1s0x316ebb0001f56dbb:0x56111d065d58e648!8m2!3d14.05472!4d108.3294748!16s%2Fg%2F11x0q_xdgw!19sChIJu231AQC7bjERSOZYXQYdEVY?authuser=0&hl=vi&rclk=1,ChIJu231AQC7bjERSOZYXQYdEVY,0x316ebb0001f56dbb:0x56111d065d58e648,Trạm Thu phí Km 124+720 Quốc lộ 19,1
Trạm Thu phí Hà Nội - Bắc Giang,21.0903439,105.9605126,"3XR6+46J, AH1, Từ Sơn, Bắc Ninh, Việt Nam",https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+H%C3%A0+N%E1%BB%99i+-+B%E1%BA%AFc+Giang/data=!4m7!3m6!1s0x313507f8f0c615c7:0xf85cec9539900094!8m2!3d21.0903439!4d105.9605126!16s%2Fg%2F11cs0bb15g!19sChIJxxXG8PgHNTERlACQOZXsXPg?authuser=0&hl=vi&rclk=1,ChIJxxXG8PgHNTERlACQOZXsXPg,0x313507f8f0c615c7:0xf85cec9539900094,Trạm Thu phí Hà Nội - Bắc Giang,1
Trạm Thu Phí Km45 - Cao Tốc Bắc - Nam phía Đông (Bắc Giang - Lạng Sơn),21.6867037,106.6276903,"MJPH+M3P, Nhân Lý, Lạng Sơn, Việt Nam",https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+Ph%C3%AD+Km45+-+Cao+T%E1%BB%91c+B%E1%BA%AFc+-+Nam+ph%C3%ADa+%C4%90%C3%B4ng+%28B%E1%BA%AFc+Giang+-+L%E1%BA%A1ng+S%C6%A1n%29/data=!4m7!3m6!1s0x314aabba0cd6197d:0x9f4119b084e2428f!8m2!3d21.6867037!4d106.6276903!16s%2Fg%2F11k06t238d!19sChIJfRnWDLqrSjERj0LihLAZQZ8?authuser=0&hl=vi&rclk=1,ChIJfRnWDLqrSjERj0LihLAZQZ8,0x314aabba0cd6197d:0x9f4119b084e2428f,Trạm Thu Phí Km45 - Cao Tốc Bắc - Nam phía Đông (Bắc Giang - Lạng Sơn),1
Trạm Thu phí Km 104 Cao tốc Bắc Giang - Lạng Sơn,21.3159083,106.2588803,"8785+9H6, Lạng Giang, Bắc Ninh, Việt Nam",https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+Km+104+Cao+t%E1%BB%91c+B%E1%BA%AFc+Giang+-+L%E1%BA%A1ng+S%C6%A1n/data=!4m7!3m6!1s0x31356fbf1b2b51cf:0x1aa4222cc58fd58f!8m2!3d21.3159083!4d106.2588803!16s%2Fg%2F11j92yjk63!19sChIJz1ErG79vNTERj9WPxSwipBo?authuser=0&hl=vi&rclk=1,ChIJz1ErG79vNTERj9WPxSwipBo,0x31356fbf1b2b51cf:0x1aa4222cc58fd58f,Trạm Thu phí Km 104 Cao tốc Bắc Giang - Lạng Sơn,1
Trạm thu phí Vực Vòng,20.6453272,105.9384953,"JWWQ+49Q, Đồng Văn, Ninh Bình, Việt Nam",https://www.google.com/maps/place/Tr%E1%BA%A1m+thu+ph%C3%AD+V%E1%BB%B1c+V%C3%B2ng/data=!4m7!3m6!1s0x3135c8c4696d9405:0xab4b04822cdab6c!8m2!3d20.6453272!4d105.9384953!16s%2Fg%2F11c1pg6w5b!19sChIJBZRtacTINTERbKvNIkiwtAo?authuser=0&hl=vi&rclk=1,ChIJBZRtacTINTERbKvNIkiwtAo,0x3135c8c4696d9405:0xab4b04822cdab6c,Trạm thu phí Vực Vòng,1
Trạm Thu phí Cầu Rạch Miễu,10.3147072,106.3483764,"QL60, Phú Túc, Vĩnh Long, Việt Nam",https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+C%E1%BA%A7u+R%E1%BA%A1ch+Mi%E1%BB%85u/data=!4m7!3m6!1s0x310aaf6246456bb5:0xd90563e44e30b839!8m2!3d10.3147072!4d106.3483764!16s%2Fg%2F12lsmn4x4!19sChIJtWtFRmKvCjERObgwTuRjBdk?authuser=0&hl=vi&rclk=1,ChIJtWtFRmKvCjERObgwTuRjBdk,0x310aaf6246456bb5:0xd90563e44e30b839,Trạm Thu phí Cầu Rạch Miễu,1
Trạm Thu phí An Hiệp,9.6596264,105.9312819,"MW5J+VG3, An Ninh, Cần Thơ, Việt Nam",https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+An+Hi%E1%BB%87p/data=!4m7!3m6!1s0x31a051ad371bd7e9:0x703b5ac78f1e479e!8m2!3d9.6596264!4d105.9312819!16s%2Fg%2F11c208q_qg!19sChIJ6dcbN61RoDERnkcej8daO3A?authuser=0&hl=vi&rclk=1,ChIJ6dcbN61RoDERnkcej8daO3A,0x31a051ad371bd7e9:0x703b5ac78f1e479e,Trạm Thu phí An Hiệp,1
Trạm Thu phí Đông Hà,16.7850177,107.1498289,"Q4PX+2W4, QL1A, Ái Tử, Quảng Trị, Việt Nam",https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+%C4%90%C3%B4ng+H%C3%A0/data=!4m7!3m6!1s0x3140e4fdc035c6b7:0x135f715620cbe283!8m2!3d16.7850177!4d107.1498289!16s%2Fg%2F11c533czsz!19sChIJt8Y1wP3kQDERg-LLIFZxXxM?authuser=0&hl=vi&rclk=1,ChIJt8Y1wP3kQDERg-LLIFZxXxM,0x3140e4fdc035c6b7:0x135f715620cbe283,Trạm Thu phí Đông Hà,1
Trạm Thu phí Thường Tín,20.8689045,105.8817321,"VV9J+HM9, Đ. Trần Trọng Liêu, Hồng Vân, Hà Nội, Việt Nam",https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+Th%C6%B0%E1%BB%9Dng+T%C3%ADn/data=!4m7!3m6!1s0x3135b1817dc74dd9:0x9da1105d609dac71!8m2!3d20.8689045!4d105.8817321!16s%2Fg%2F11cr__70bj!19sChIJ2U3HfYGxNTERcaydYF0QoZ0?authuser=0&hl=vi&rclk=1,ChIJ2U3HfYGxNTERcaydYF0QoZ0,0x3135b1817dc74dd9:0x9da1105d609dac71,Trạm Thu phí Thường Tín,1
Trạm Thu phí Diên Thọ,12.254518,109.0237874,"723F+RG3, Diên Thọ, Khánh Hòa, Việt Nam",https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+Di%C3%AAn+Th%E1%BB%8D/data=!4m7!3m6!1s0x31705114234629c3:0x6fabcbccb12e32e0!8m2!3d12.254518!4d109.0237874!16s%2Fg%2F11vlvbk772!19sChIJwylGIxRRcDER4DIusczLq28?authuser=0&hl=vi&rclk=1,ChIJwylGIxRRcDER4DIusczLq28,0x31705114234629c3:0x6fabcbccb12e32e0,Trạm Thu phí Diên Thọ,1
Trạm Thu phí Long Phước,10.7858859,106.8518264,"Trạm thu phí Long Phước, Long Phước, Hồ Chí Minh, Việt Nam",https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+Long+Ph%C6%B0%E1%BB%9Bc/data=!4m7!3m6!1s0x3175216367000001:0x5dcbe27f3f59d8ca!8m2!3d10.7858859!4d106.8518264!16s%2Fg%2F11cr_fbnvw!19sChIJAQAAZ2MhdTERythZP3_iy10?authuser=0&hl=vi&rclk=1,ChIJAQAAZ2MhdTERythZP3_iy10,0x3175216367000001:0x5dcbe27f3f59d8ca,Trạm Thu phí Long Phước,1
Trạm Thu Phí Đầm Hà,21.3492254,107.5528941,"Quảng Tân, Quảng Ninh, Việt Nam",https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+Ph%C3%AD+%C4%90%E1%BA%A7m+H%C3%A0/data=!4m7!3m6!1s0x314b3d4c7f5ec381:0xd8fd9d40d531e3c1!8m2!3d21.3492254!4d107.5528941!16s%2Fg%2F11tg529wns!19sChIJgcNef0w9SzERweMx1UCd_dg?authuser=0&hl=vi&rclk=1,ChIJgcNef0w9SzERweMx1UCd_dg,0x314b3d4c7f5ec381:0xd8fd9d40d531e3c1,Trạm Thu Phí Đầm Hà,1
Trạm Thu phí Quốc lộ 37,21.3890365,106.3022951,"98Q2+JW7, Kép, Bắc Ninh, Việt Nam",https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+Qu%E1%BB%91c+l%E1%BB%99+37/data=!4m7!3m6!1s0x31356921f21dcf31:0x46576420ad7fe478!8m2!3d21.3890365!4d106.3022951!16s%2Fg%2F11ft1v960g!19sChIJMc8d8iFpNTEReOR_rSBkV0Y?authuser=0&hl=vi&rclk=1,ChIJMc8d8iFpNTEReOR_rSBkV0Y,0x31356921f21dcf31:0x46576420ad7fe478,Trạm Thu phí Quốc lộ 37,1
Trạm Thu phí Tân Khai,11.569838,106.6173185,"QL13, Tân Khai, Đồng Nai, Việt Nam",https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+T%C3%A2n+Khai/data=!4m7!3m6!1s0x3174aa1007de5f09:0xe6c7970884833633!8m2!3d11.569838!4d106.6173185!16s%2Fg%2F11b7vjkjnb!19sChIJCV_eBxCqdDERMzaDhAiXx-Y?authuser=0&hl=vi&rclk=1,ChIJCV_eBxCqdDERMzaDhAiXx-Y,0x3174aa1007de5f09:0xe6c7970884833633,Trạm Thu phí Tân Khai,1
Trạm Thu phí Cầu Hồ,21.0801386,106.0921654,"33JR+3V3, QL38, Tân Chi, Bắc Ninh, Việt Nam",https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+C%E1%BA%A7u+H%E1%BB%93/data=!4m7!3m6!1s0x31350a743345856d:0xc86375b32c403a72!8m2!3d21.0801386!4d106.0921654!16s%2Fg%2F11gh03_18k!19sChIJbYVFM3QKNTERcjpALLN1Y8g?authuser=0&hl=vi&rclk=1,ChIJbYVFM3QKNTERcjpALLN1Y8g,0x31350a743345856d:0xc86375b32c403a72,Trạm Thu phí Cầu Hồ,1
Trạm Thu phí Cầu Móng Sến,22.4168543,103.9071458,"CW84+PVR, Tả Phìn, Lào Cai, Việt Nam",https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+C%E1%BA%A7u+M%C3%B3ng+S%E1%BA%BFn/data=!4m7!3m6!1s0x36cd6b8affd9ab45:0x1b43a1aa9b0c714b!8m2!3d22.4168543!4d103.9071458!16s%2Fg%2F11vb6d6hnt!19sChIJRavZ_4przTYRS3EMm6qhQxs?authuser=0&hl=vi&rclk=1,ChIJRavZ_4przTYRS3EMm6qhQxs,0x36cd6b8affd9ab45:0x1b43a1aa9b0c714b,Trạm Thu phí Cầu Móng Sến,1
Trạm Thu phí Km 237 Cao tốc Hà Nội - Lào Cai,22.3651385,104.0808228,"938J+38, Gia Phú, Lào Cai, Việt Nam",https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+Km+237+Cao+t%E1%BB%91c+H%C3%A0+N%E1%BB%99i+-+L%C3%A0o+Cai/data=!4m7!3m6!1s0x36cd3d002fa3c759:0x680d5c72b3e3213a!8m2!3d22.3651385!4d104.0808228!16s%2Fg%2F11x32wb3mq!19sChIJWcejLwA9zTYROiHjs3JcDWg?authuser=0&hl=vi&rclk=1,ChIJWcejLwA9zTYROiHjs3JcDWg,0x36cd3d002fa3c759:0x680d5c72b3e3213a,Trạm Thu phí Km 237 Cao tốc Hà Nội - Lào Cai,1
Trạm Thu phí Bến Lức,10.6560048,106.4735373,"Trạm thu phí, Bến Lức, Tây Ninh, Việt Nam",https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+B%E1%BA%BFn+L%E1%BB%A9c/data=!4m7!3m6!1s0x310acc44f1408137:0x25a2bd0beb48c647!8m2!3d10.6560048!4d106.4735373!16s%2Fg%2F11cmfdvktc!19sChIJN4FA8UTMCjERR8ZI6wu9oiU?authuser=0&hl=vi&rclk=1,ChIJN4FA8UTMCjERR8ZI6wu9oiU,0x310acc44f1408137:0x25a2bd0beb48c647,Trạm Thu phí Bến Lức,1
Trạm thu phí cao tốc bến lức - Long Thành (quốc lộ 51),10.6755667,107.0197492,"M2G9+6VH, CT01, Phước Thái, Đồng Nai, Việt Nam",https://www.google.com/maps/place/Tr%E1%BA%A1m+thu+ph%C3%AD+cao+t%E1%BB%91c+b%E1%BA%BFn+l%E1%BB%A9c+-+Long+Th%C3%A0nh+%28qu%E1%BB%91c+l%E1%BB%99+51%29/data=!4m7!3m6!1s0x31751100626b3a0f:0xa28cbb051928033b!8m2!3d10.6755667!4d107.0197492!16s%2Fg%2F11wj4j65fs!19sChIJDzprYgARdTEROwMoGQW7jKI?authuser=0&hl=vi&rclk=1,ChIJDzprYgARdTEROwMoGQW7jKI,0x31751100626b3a0f:0xa28cbb051928033b,Trạm thu phí cao tốc bến lức - Long Thành (quốc lộ 51),1
