object_id,object_type,current_name,suggested_name,issue_type,severity,reason,candidate_names,province,road,lat,lon
vn-toll-gmaps-chijuf95la0bszer7kkifo99l6e,toll_station,Trạm thu phí Cẩm Phả,Trạm thu phí Cẩm Phả,missing_road_context,low,road context appears in names but road field is empty,Trạm thu phí Cẩm Phả | OSM toll 1381203335 | Trạm Thu Phí Cẩm Phả | Trạm Thu Phí Cẩm Phả | TRẠM THU PHÍ CẨM PHẢ QL 18 | Trạm Thu Phí Cẩm Phả | Trạm thu phí Cẩm Phả,Quảng Ninh,,21.003101,107.327187
vn-toll-gmaps-chij17nu3clusjerps6to2kbcuc,toll_station,Trạm thu phí Dương Kinh,Trạm thu phí Dương Kinh,osm_placeholder_name,medium,matched OSM name is placeholder,Trạm thu phí Dương Kinh | OSM toll 1329847084 | Trạm Thu phí Dương Kinh | Trạm Thu phí Dương Kinh | Trạm Thu phí Dương Kinh | Trạm Thu phí Dương Kinh | Trạm thu phí Dương Kinh,Hải Phòng,,20.776114,106.723902
vn-toll-gmaps-chij17nu3clusjerps6to2kbcuc,toll_station,Trạm thu phí Dương Kinh,Trạm thu phí Dương Kinh,source_name_conflict,medium,current name differs from OSM name: OSM toll 1329847084,Trạm thu phí Dương Kinh | OSM toll 1329847084 | Trạm Thu phí Dương Kinh | Trạm Thu phí Dương Kinh | Trạm Thu phí Dương Kinh | Trạm Thu phí Dương Kinh | Trạm thu phí Dương Kinh,Hải Phòng,,20.776114,106.723902
vn-toll-gmaps-chijs-uxldfhmzerhgmov8hzfq0,toll_station,Trạm thu phí Hạ Hoà (IC11),Trạm thu phí Hạ Hoà (IC11),source_name_conflict,medium,current name differs from OSM name: IC11,Trạm thu phí Hạ Hoà (IC11) | IC11 | Trạm thu phí Hạ Hoà (IC11),Phú Thọ,,21.533157,104.972637
vn-toll-gmaps-chijz1erg79vnterj9wpxswipbo,toll_station,Trạm thu phí Km 104 cao tốc Bắc Giang - Lạng Sơn,Trạm thu phí Km 104 cao tốc Bắc Giang - Lạng Sơn,multiple_name_variants,medium,found 3 distinct candidate names,Trạm thu phí Km 104 cao tốc Bắc Giang - Lạng Sơn | Trạm Thu phí Km 104 | Cao Tốc Bắc Giang - Lạng Sơn 8785 | Trạm Thu phí Km 104 Cao tốc Bắc Giang - Lạng Sơn | Trạm Thu phí Km 104 Cao tốc Bắc Giang - Lạng Sơn | Trạm Thu phí Km 104 Cao tốc Bắc Giang - Lạng Sơn | Trạm Thu phí Km 104 Cao tốc Bắc Giang - Lạng Sơn | Trạm thu phí Km 104 cao tốc Bắc Giang - Lạng Sơn,Bắc Giang,Cao Tốc Bắc Giang - Lạng Sơn 8785,21.315908,106.25888
vn-toll-gmaps-chijldcenyv9nderu0-djgbtfgm,toll_station,Trạm thu phí Km 6 cao tốc Hà Nội - Lào Cai,Trạm thu phí Km 6 cao tốc Hà Nội - Lào Cai,multiple_name_variants,medium,found 3 distinct candidate names,Trạm thu phí Km 6 cao tốc Hà Nội - Lào Cai | Trạm thu phí Nội Bài | Cao Tốc Hà Nội - Lào Cai Trạm Thu Phí Cao Tốc Nội Bài - Lào Cai | Trạm Thu phí Km 6 Cao tốc Hà Nội - Lào Cai | Trạm Thu phí Km 6 Cao tốc Hà Nội - Lào Cai | Trạm Thu phí Km 6 Cao tốc Hà Nội - Lào Cai | Trạm Thu phí Km 6 Cao tốc Hà Nội - Lào Cai | Trạm thu phí Km 6 cao tốc Hà Nội - Lào Cai,Hà Nội,Cao Tốc Hà Nội - Lào Cai Trạm Thu Phí Cao Tốc Nội Bài - Lào Cai,21.252714,105.739648
vn-toll-gmaps-chijfrnwdlqrsjerj0lihlazqz8,toll_station,Trạm thu phí Km 45 - cao tốc Bắc - Nam phía Đông (Bắc Giang - Lạng Sơn),Trạm thu phí Km 45 - cao tốc Bắc - Nam phía Đông (Bắc Giang - Lạng Sơn),multiple_name_variants,medium,found 3 distinct candidate names,Trạm thu phí Km 45 - cao tốc Bắc - Nam phía Đông (Bắc Giang - Lạng Sơn) | Trạm Thu phí Km 45+100 | Cao Tốc Bắc - Nam Phía Đông | Trạm Thu Phí Km 45 - Cao Tốc Bắc - Nam phía Đông (Bắc Giang - Lạng Sơn) | Trạm Thu Phí Km 45 - Cao Tốc Bắc - Nam phía Đông (Bắc Giang - Lạng Sơn) | Trạm Thu Phí Km 45 - Cao Tốc Bắc - Nam phía Đông (Bắc Giang - Lạng Sơn) | Trạm Thu Phí Km 45 - Cao Tốc Bắc - Nam phía Đông (Bắc Giang - Lạng Sơn) | Trạm thu phí Km 45 - cao tốc Bắc - Nam phía Đông (Bắc Giang - Lạng Sơn),Bắc Giang,Cao Tốc Bắc - Nam Phía Đông,21.686704,106.62769
vn-toll-gmaps-chijfrnwdlqrsjerj0lihlazqz8,toll_station,Trạm thu phí Km 45 - cao tốc Bắc - Nam phía Đông (Bắc Giang - Lạng Sơn),Trạm thu phí Km 45 - cao tốc Bắc - Nam phía Đông (Bắc Giang - Lạng Sơn),source_name_conflict,medium,current name differs from OSM name: Trạm Thu phí Km45+100,Trạm thu phí Km 45 - cao tốc Bắc - Nam phía Đông (Bắc Giang - Lạng Sơn) | Trạm Thu phí Km 45+100 | Cao Tốc Bắc - Nam Phía Đông | Trạm Thu Phí Km 45 - Cao Tốc Bắc - Nam phía Đông (Bắc Giang - Lạng Sơn) | Trạm Thu Phí Km 45 - Cao Tốc Bắc - Nam phía Đông (Bắc Giang - Lạng Sơn) | Trạm Thu Phí Km 45 - Cao Tốc Bắc - Nam phía Đông (Bắc Giang - Lạng Sơn) | Trạm Thu Phí Km 45 - Cao Tốc Bắc - Nam phía Đông (Bắc Giang - Lạng Sơn) | Trạm thu phí Km 45 - cao tốc Bắc - Nam phía Đông (Bắc Giang - Lạng Sơn),Bắc Giang,Cao Tốc Bắc - Nam Phía Đông,21.686704,106.62769
vn-toll-gmaps-chijw7x4ly4vbzerqhxh-n6qozq,toll_station,Trạm thu phí Nam Bình Định,Trạm thu phí Nam Bình Định,osm_placeholder_name,medium,matched OSM name is placeholder,Trạm thu phí Nam Bình Định | OSM toll 6950227536 | Trạm Thu phí Nam Bình Định | Trạm Thu phí Nam Bình Định | TRẠM THU PHÍ NAM BÌNH ĐỊNH | Trạm Thu phí Nam Bình Định | Trạm thu phí Nam Bình Định,Bình Định,,13.871314,109.125422
vn-toll-gmaps-chijw7x4ly4vbzerqhxh-n6qozq,toll_station,Trạm thu phí Nam Bình Định,Trạm thu phí Nam Bình Định,source_name_conflict,medium,current name differs from OSM name: OSM toll 6950227536,Trạm thu phí Nam Bình Định | OSM toll 6950227536 | Trạm Thu phí Nam Bình Định | Trạm Thu phí Nam Bình Định | TRẠM THU PHÍ NAM BÌNH ĐỊNH | Trạm Thu phí Nam Bình Định | Trạm thu phí Nam Bình Định,Bình Định,,13.871314,109.125422
vn-toll-gmaps-chijheu4jpyeqjer0ieju1yy09k,toll_station,Trạm thu phí Phong Thử,Trạm thu phí Phong Thử,osm_placeholder_name,medium,matched OSM name is placeholder,Trạm thu phí Phong Thử | OSM toll 1374419135 | Trạm Thu phí Phong Thử | Trạm Thu phí Phong Thử | Trạm thu phí Phong Thử,Đà Nẵng,,15.890553,108.173646
vn-toll-gmaps-chijheu4jpyeqjer0ieju1yy09k,toll_station,Trạm thu phí Phong Thử,Trạm thu phí Phong Thử,source_name_conflict,medium,current name differs from OSM name: OSM toll 1374419135,Trạm thu phí Phong Thử | OSM toll 1374419135 | Trạm Thu phí Phong Thử | Trạm Thu phí Phong Thử | Trạm thu phí Phong Thử,Đà Nẵng,,15.890553,108.173646
vn-toll-gmaps-chij5uixooyznter1uou4imhe6q,toll_station,Trạm thu phí Pháp Vân,Trạm thu phí Pháp Vân,osm_road_name_as_object_name,medium,matched OSM name looks like road/direction name,Trạm thu phí Pháp Vân | Đường cao tốc Pháp Vân - Cầu Giẽ | Trạm thu phí Pháp Vân | Trạm thu phí Pháp Vân | Trạm thu phí Pháp Vân,Hà Nội,,20.907514,105.86138
vn-toll-gmaps-chij5uixooyznter1uou4imhe6q,toll_station,Trạm thu phí Pháp Vân,Trạm thu phí Pháp Vân,source_name_conflict,medium,current name differs from OSM name: Đường cao tốc Pháp Vân - Cầu Giẽ,Trạm thu phí Pháp Vân | Đường cao tốc Pháp Vân - Cầu Giẽ | Trạm thu phí Pháp Vân | Trạm thu phí Pháp Vân | Trạm thu phí Pháp Vân,Hà Nội,,20.907514,105.86138
vn-toll-gmaps-chij5uixooyznter1uou4imhe6q,toll_station,Trạm thu phí Pháp Vân,Trạm thu phí Pháp Vân,missing_road_context,low,road context appears in names but road field is empty,Trạm thu phí Pháp Vân | Đường cao tốc Pháp Vân - Cầu Giẽ | Trạm thu phí Pháp Vân | Trạm thu phí Pháp Vân | Trạm thu phí Pháp Vân,Hà Nội,,20.907514,105.86138
vn-toll-gmaps-chij60njjc-tnderf1gktlbp6bm,toll_station,Trạm thu phí Phù Ninh (IC8),Trạm thu phí Phù Ninh (IC8),osm_placeholder_name,medium,matched OSM name is placeholder,Trạm thu phí Phù Ninh (IC8) | OSM toll 3992131737 | Trạm Thu phí Phù Ninh (IC8) | Trạm Thu phí Phù Ninh (IC8) | Trạm thu phí Phù Ninh (IC8),Phú Thọ,,21.390527,105.330033
vn-toll-gmaps-chij60njjc-tnderf1gktlbp6bm,toll_station,Trạm thu phí Phù Ninh (IC8),Trạm thu phí Phù Ninh (IC8),source_name_conflict,medium,current name differs from OSM name: OSM toll 3992131737,Trạm thu phí Phù Ninh (IC8) | OSM toll 3992131737 | Trạm Thu phí Phù Ninh (IC8) | Trạm Thu phí Phù Ninh (IC8) | Trạm thu phí Phù Ninh (IC8),Phú Thọ,,21.390527,105.330033
vn-toll-gmaps-chijg8s9mawqnderqdir-t0q-ia,toll_station,Trạm thu phí Phú Thọ (IC9),Trạm thu phí Phú Thọ (IC9),osm_placeholder_name,medium,matched OSM name is placeholder,Trạm thu phí Phú Thọ (IC9) | OSM toll 6877650786 | Trạm Thu phí Phú Thọ (IC9) | Trạm Thu phí Phú Thọ (IC9) | Trạm thu phí Phú Thọ (IC9),Phú Thọ,,21.423543,105.230986
vn-toll-gmaps-chijg8s9mawqnderqdir-t0q-ia,toll_station,Trạm thu phí Phú Thọ (IC9),Trạm thu phí Phú Thọ (IC9),source_name_conflict,medium,current name differs from OSM name: OSM toll 6877650786,Trạm thu phí Phú Thọ (IC9) | OSM toll 6877650786 | Trạm Thu phí Phú Thọ (IC9) | Trạm Thu phí Phú Thọ (IC9) | Trạm thu phí Phú Thọ (IC9),Phú Thọ,,21.423543,105.230986
vn-toll-gmaps-chij-b1-qmp3nter5hrm1tmd6de,toll_station,Trạm thu phí Phả Lại,Trạm thu phí Phả Lại,osm_placeholder_name,medium,matched OSM name is placeholder,Trạm thu phí Phả Lại | OSM toll 13602049340 | Trạm Thu phí Phả Lại | Trạm Thu phí Phả Lại | TRẠM THU PHÍ PHẢ LẠI | Trạm Thu phí Phả Lại | Trạm thu phí Phả Lại,Bắc Ninh,,21.116648,106.276521
vn-toll-gmaps-chij-b1-qmp3nter5hrm1tmd6de,toll_station,Trạm thu phí Phả Lại,Trạm thu phí Phả Lại,source_name_conflict,medium,current name differs from OSM name: OSM toll 13602049340,Trạm thu phí Phả Lại | OSM toll 13602049340 | Trạm Thu phí Phả Lại | Trạm Thu phí Phả Lại | TRẠM THU PHÍ PHẢ LẠI | Trạm Thu phí Phả Lại | Trạm thu phí Phả Lại,Bắc Ninh,,21.116648,106.276521
vn-toll-gmaps-chijmzdscgvgsjer8vf1a48ywny,toll_station,Trạm thu phí quốc lộ 18 - Đại Yên,Trạm thu phí quốc lộ 18 - Đại Yên,multiple_name_variants,medium,found 3 distinct candidate names,Trạm thu phí quốc lộ 18 - Đại Yên | Trạm Thu Phí Đại Yên | QL18 | TRẠM THU PHÍ ĐẠI YÊN | Trạm thu phí Đại Yên | Trạm thu phí quốc lộ 18 - Đại Yên,Quảng Ninh,QL18,20.986069,106.90282
vn-toll-clean-022,toll_station,Trạm thu phí Quốc lộ 279,Trạm thu phí Quốc lộ 279,multiple_name_variants,medium,found 3 distinct candidate names,Trạm thu phí Quốc lộ 279 | Quốc lộ 279 | Trạm thu phí 279 BGLS | Trạm Thu phí Quốc lộ 279 | Trạm thu phí Quốc lộ 279,Lạng Sơn,Quốc lộ 279,21.6205522,106.5586596
vn-toll-gmaps-chijz9dylgbzcderyflmmd4qeom,toll_station,Trạm thu phí Suối Dầu,Trạm thu phí Suối Dầu,osm_road_name_as_object_name,medium,matched OSM name looks like road/direction name,Trạm thu phí Suối Dầu | Đi Cao tốc Nha Trang - Cam Lâm | Trạm Thu phí Suối Dầu | Trạm Thu phí Suối Dầu | Trạm thu phí Suối Dầu,Khánh Hòa,,12.178763,109.058643
vn-toll-gmaps-chijz9dylgbzcderyflmmd4qeom,toll_station,Trạm thu phí Suối Dầu,Trạm thu phí Suối Dầu,source_name_conflict,medium,current name differs from OSM name: Đi Cao tốc Nha Trang - Cam Lâm,Trạm thu phí Suối Dầu | Đi Cao tốc Nha Trang - Cam Lâm | Trạm Thu phí Suối Dầu | Trạm Thu phí Suối Dầu | Trạm thu phí Suối Dầu,Khánh Hòa,,12.178763,109.058643
vn-toll-gmaps-chijz9dylgbzcderyflmmd4qeom,toll_station,Trạm thu phí Suối Dầu,Trạm thu phí Suối Dầu,missing_road_context,low,road context appears in names but road field is empty,Trạm thu phí Suối Dầu | Đi Cao tốc Nha Trang - Cam Lâm | Trạm Thu phí Suối Dầu | Trạm Thu phí Suối Dầu | Trạm thu phí Suối Dầu,Khánh Hòa,,12.178763,109.058643
vn-toll-gmaps-chijm6tquru8djeran-pvwkiil0,toll_station,Trạm thu phí Sông Lũy,Trạm thu phí Sông Lũy,osm_placeholder_name,medium,matched OSM name is placeholder,Trạm thu phí Sông Lũy | OSM toll 10198616916 | Trạm Thu phí Sông Lũy | Trạm Thu phí Sông Lũy | Trạm thu phí Sông Lũy,Lâm Đồng,,11.203574,108.32627
vn-toll-gmaps-chijm6tquru8djeran-pvwkiil0,toll_station,Trạm thu phí Sông Lũy,Trạm thu phí Sông Lũy,source_name_conflict,medium,current name differs from OSM name: OSM toll 10198616916,Trạm thu phí Sông Lũy | OSM toll 10198616916 | Trạm Thu phí Sông Lũy | Trạm Thu phí Sông Lũy | Trạm thu phí Sông Lũy,Lâm Đồng,,11.203574,108.32627
vn-toll-gmaps-chijuyf92xusdderp1zo6r1ueqo,toll_station,Trạm thu phí Sông Phan,Trạm thu phí Sông Phan,osm_placeholder_name,medium,matched OSM name is placeholder,Trạm thu phí Sông Phan | OSM toll 1588276876 | Trạm Thu phí Sông Phan | Trạm Thu phí Sông Phan | Trạm thu phí Sông Phan | Trạm Thu phí Sông Phan | Trạm thu phí Sông Phan,Lâm Đồng,,10.875323,107.931343
vn-toll-gmaps-chijuyf92xusdderp1zo6r1ueqo,toll_station,Trạm thu phí Sông Phan,Trạm thu phí Sông Phan,source_name_conflict,medium,current name differs from OSM name: OSM toll 1588276876,Trạm thu phí Sông Phan | OSM toll 1588276876 | Trạm Thu phí Sông Phan | Trạm Thu phí Sông Phan | Trạm thu phí Sông Phan | Trạm Thu phí Sông Phan | Trạm thu phí Sông Phan,Lâm Đồng,,10.875323,107.931343
vn-toll-gmaps-chijh4ypgmglnterffp5cs-xi3k,toll_station,Trạm thu phí Số 1 - Quốc lộ 5,Trạm thu phí Số 1 - Quốc lộ 5,multiple_name_variants,medium,found 3 distinct candidate names,Trạm thu phí Số 1 - Quốc lộ 5 | Trạm thu phí số 1 | QL5 | Trạm Thu phí Số 1 - Quốc lộ 5 | Trạm Thu phí Số 1 - Quốc lộ 5 | Trạm thu phí Số 1 - Quốc lộ 5,Hưng Yên,QL5,20.949337,106.012557
final-ChIJ4dEMbuZ4SjERLJAkCqZ65Ac,toll_station,Trạm thu phí Số 2 - Quốc lộ 5,Trạm thu phí Số 2 - Quốc lộ 5,osm_placeholder_name,medium,matched OSM name is placeholder,Trạm thu phí Số 2 - Quốc lộ 5 | OSM toll 10185562123 | QL5 | TRẠM THU PHÍ QL 5 SỐ 2 ( TRẠM QUÁN TOAN) | Trạm Thu phí Số 2 - Quốc lộ 5 | Trạm thu phí Số 2 - Quốc lộ 5,Hải Phòng,QL5,20.9085704,106.5726339
final-ChIJ4dEMbuZ4SjERLJAkCqZ65Ac,toll_station,Trạm thu phí Số 2 - Quốc lộ 5,Trạm thu phí Số 2 - Quốc lộ 5,multiple_name_variants,medium,found 4 distinct candidate names,Trạm thu phí Số 2 - Quốc lộ 5 | OSM toll 10185562123 | QL5 | TRẠM THU PHÍ QL 5 SỐ 2 ( TRẠM QUÁN TOAN) | Trạm Thu phí Số 2 - Quốc lộ 5 | Trạm thu phí Số 2 - Quốc lộ 5,Hải Phòng,QL5,20.9085704,106.5726339
final-ChIJ4dEMbuZ4SjERLJAkCqZ65Ac,toll_station,Trạm thu phí Số 2 - Quốc lộ 5,Trạm thu phí Số 2 - Quốc lộ 5,source_name_conflict,medium,current name differs from OSM name: OSM toll 10185562123,Trạm thu phí Số 2 - Quốc lộ 5 | OSM toll 10185562123 | QL5 | TRẠM THU PHÍ QL 5 SỐ 2 ( TRẠM QUÁN TOAN) | Trạm Thu phí Số 2 - Quốc lộ 5 | Trạm thu phí Số 2 - Quốc lộ 5,Hải Phòng,QL5,20.9085704,106.5726339
vn-toll-gmaps-chijmzqjckncatervw-k6mqd6u8,toll_station,Trạm thu phí Tam Kỳ,Trạm thu phí Tam Kỳ,osm_placeholder_name,medium,matched OSM name is placeholder,Trạm thu phí Tam Kỳ | OSM toll 6860284192 | QL1A | Trạm Thu phí Tam Kỳ | Trạm Thu phí Tam Kỳ | TRẠM THU PHÍ TAM KỲ | Trạm Thu phí Tam Kỳ | Trạm thu phí Tam Kỳ,Đà Nẵng,QL1A,15.548535,108.518476
vn-toll-gmaps-chijmzqjckncatervw-k6mqd6u8,toll_station,Trạm thu phí Tam Kỳ,Trạm thu phí Tam Kỳ,multiple_name_variants,medium,found 3 distinct candidate names,Trạm thu phí Tam Kỳ | OSM toll 6860284192 | QL1A | Trạm Thu phí Tam Kỳ | Trạm Thu phí Tam Kỳ | TRẠM THU PHÍ TAM KỲ | Trạm Thu phí Tam Kỳ | Trạm thu phí Tam Kỳ,Đà Nẵng,QL1A,15.548535,108.518476
vn-toll-gmaps-chijmzqjckncatervw-k6mqd6u8,toll_station,Trạm thu phí Tam Kỳ,Trạm thu phí Tam Kỳ,source_name_conflict,medium,current name differs from OSM name: OSM toll 6860284192,Trạm thu phí Tam Kỳ | OSM toll 6860284192 | QL1A | Trạm Thu phí Tam Kỳ | Trạm Thu phí Tam Kỳ | TRẠM THU PHÍ TAM KỲ | Trạm Thu phí Tam Kỳ | Trạm thu phí Tam Kỳ,Đà Nẵng,QL1A,15.548535,108.518476
vn-toll-gmaps-chij3whjiascoderoc1smos1xbs,toll_station,Trạm thu phí TASCO Quảng Bình,Trạm thu phí TASCO Quảng Bình,osm_placeholder_name,medium,matched OSM name is placeholder,Trạm thu phí TASCO Quảng Bình | OSM toll 668714123 | Trạm Thu Phí TASCO Quảng Bình | Trạm Thu Phí TASCO Quảng Bình | TRẠM THU PHÍ TASCO QUẢNG BÌNH | Trạm Thu Phí TASCO Quảng Bình | Trạm thu phí TASCO Quảng Bình,Quảng Bình,,17.890216,106.450909
vn-toll-gmaps-chij3whjiascoderoc1smos1xbs,toll_station,Trạm thu phí TASCO Quảng Bình,Trạm thu phí TASCO Quảng Bình,source_name_conflict,medium,current name differs from OSM name: OSM toll 668714123,Trạm thu phí TASCO Quảng Bình | OSM toll 668714123 | Trạm Thu Phí TASCO Quảng Bình | Trạm Thu Phí TASCO Quảng Bình | TRẠM THU PHÍ TASCO QUẢNG BÌNH | Trạm Thu Phí TASCO Quảng Bình | Trạm thu phí TASCO Quảng Bình,Quảng Bình,,17.890216,106.450909
vn-toll-gmaps-chijj9dxbz8nntery-h6eafxdse,toll_station,Trạm thu phí Thái Nguyên - Chợ Mới,Trạm thu phí Thái Nguyên - Chợ Mới,osm_placeholder_name,medium,matched OSM name is placeholder,Trạm thu phí Thái Nguyên - Chợ Mới | OSM toll 10001978675 | Trạm Thu phí Thái Nguyên - Chợ Mới | Trạm Thu phí Thái Nguyên - Chợ Mới | Trạm thu phí Thái Nguyên - Chợ Mới,Thái Nguyên,,21.644094,105.785999
vn-toll-gmaps-chijj9dxbz8nntery-h6eafxdse,toll_station,Trạm thu phí Thái Nguyên - Chợ Mới,Trạm thu phí Thái Nguyên - Chợ Mới,source_name_conflict,medium,current name differs from OSM name: OSM toll 10001978675,Trạm thu phí Thái Nguyên - Chợ Mới | OSM toll 10001978675 | Trạm Thu phí Thái Nguyên - Chợ Mới | Trạm Thu phí Thái Nguyên - Chợ Mới | Trạm thu phí Thái Nguyên - Chợ Mới,Thái Nguyên,,21.644094,105.785999
vn-toll-gmaps-chijq6qqvpajnterc3bdyznisgo,toll_station,Trạm thu phí Tiên Cựu,Trạm thu phí Tiên Cựu,osm_placeholder_name,medium,matched OSM name is placeholder,Trạm thu phí Tiên Cựu | OSM toll 6864061670 | QL10 | Trạm Thu phí Tiên Cựu | Trạm Thu phí Tiên Cựu | TRẠM THU PHÍ TIÊN CỰU | Trạm Thu phí Tiên Cựu | Trạm thu phí Tiên Cựu,Hải Phòng,QL10,20.776437,106.507622
vn-toll-gmaps-chijq6qqvpajnterc3bdyznisgo,toll_station,Trạm thu phí Tiên Cựu,Trạm thu phí Tiên Cựu,multiple_name_variants,medium,found 3 distinct candidate names,Trạm thu phí Tiên Cựu | OSM toll 6864061670 | QL10 | Trạm Thu phí Tiên Cựu | Trạm Thu phí Tiên Cựu | TRẠM THU PHÍ TIÊN CỰU | Trạm Thu phí Tiên Cựu | Trạm thu phí Tiên Cựu,Hải Phòng,QL10,20.776437,106.507622
vn-toll-gmaps-chijq6qqvpajnterc3bdyznisgo,toll_station,Trạm thu phí Tiên Cựu,Trạm thu phí Tiên Cựu,source_name_conflict,medium,current name differs from OSM name: OSM toll 6864061670,Trạm thu phí Tiên Cựu | OSM toll 6864061670 | QL10 | Trạm Thu phí Tiên Cựu | Trạm Thu phí Tiên Cựu | TRẠM THU PHÍ TIÊN CỰU | Trạm Thu phí Tiên Cựu | Trạm thu phí Tiên Cựu,Hải Phòng,QL10,20.776437,106.507622
vn-toll-gmaps-chijoz7tsyhkdderuzx9tyaqzms,toll_station,Trạm thu phí Trảng Bom,Trạm thu phí Trảng Bom,multiple_name_variants,medium,found 3 distinct candidate names,Trạm thu phí Trảng Bom | Trạm thu phí Trảng Bom | QL1A | TRẠM THU PHÍ TRẢNG BOM- ĐỒNG NAI | Trạm Thu phí Trảng Bom | Trạm thu phí Trảng Bom,Đồng Nai,QL1A,10.945377,107.057444
vn-toll-gmaps-chij1umhywbvaderfo0oqudtkge,toll_station,Trạm thu phí Tư Nghĩa,Trạm thu phí Tư Nghĩa,osm_placeholder_name,medium,matched OSM name is placeholder,Trạm thu phí Tư Nghĩa | OSM toll 6860315448 | Trạm Thu phí Tư Nghĩa | Trạm Thu phí Tư Nghĩa | TRẠM THU PHÍ TƯ NGHĨA | Trạm Thu phí Tư Nghĩa | Trạm thu phí Tư Nghĩa,Quảng Ngãi,,15.063359,108.839193
vn-toll-gmaps-chij1umhywbvaderfo0oqudtkge,toll_station,Trạm thu phí Tư Nghĩa,Trạm thu phí Tư Nghĩa,source_name_conflict,medium,current name differs from OSM name: OSM toll 6860315448,Trạm thu phí Tư Nghĩa | OSM toll 6860315448 | Trạm Thu phí Tư Nghĩa | Trạm Thu phí Tư Nghĩa | TRẠM THU PHÍ TƯ NGHĨA | Trạm Thu phí Tư Nghĩa | Trạm thu phí Tư Nghĩa,Quảng Ngãi,,15.063359,108.839193
vn-toll-gmaps-chij180vwgctndertlpjgciqgh4,toll_station,Trạm thu phí Việt Trì (IC7),Trạm thu phí Việt Trì (IC7),multiple_name_variants,medium,found 3 distinct candidate names,Trạm thu phí Việt Trì (IC7) | Trạm thu phí Việt Trì | CT05 | Trạm thu phí Việt Trì (IC7),Phú Thọ,CT05,21.365264,105.380222
vn-toll-gmaps-chij3dxy82ftnderbrdtq0yxuy8,toll_station,Trạm thu phí Văn Quán (IC6),Trạm thu phí Văn Quán (IC6),osm_placeholder_name,medium,matched OSM name is placeholder,Trạm thu phí Văn Quán (IC6) | OSM toll 6554465773 | Trạm Thu phí Văn Quán (IC6) | Trạm Thu phí Văn Quán (IC6) | Trạm thu phí Văn Quán (IC6),Phú Thọ,,21.355073,105.463963
vn-toll-gmaps-chij3dxy82ftnderbrdtq0yxuy8,toll_station,Trạm thu phí Văn Quán (IC6),Trạm thu phí Văn Quán (IC6),source_name_conflict,medium,current name differs from OSM name: OSM toll 6554465773,Trạm thu phí Văn Quán (IC6) | OSM toll 6554465773 | Trạm Thu phí Văn Quán (IC6) | Trạm Thu phí Văn Quán (IC6) | Trạm thu phí Văn Quán (IC6),Phú Thọ,,21.355073,105.463963
vn-toll-gmaps-chijq32qgjhfnderqfmgxjirylu,toll_station,Trạm thu phí Xuân Mai - Hòa Bình,Trạm thu phí Xuân Mai - Hòa Bình,multiple_name_variants,medium,found 3 distinct candidate names,Trạm thu phí Xuân Mai - Hòa Bình | Trạm Thu Phí Lương Sơn | QL6 | Trạm thu phí Xuân Mai - Hòa Bình | Trạm thu phí Xuân Mai - Hòa Bình | Trạm thu phí Xuân Mai – Hòa Bình | Trạm thu phí Xuân Mai - Hòa Bình | Trạm thu phí Xuân Mai - Hòa Bình,Hòa Bình,QL6,20.870306,105.513575
vn-toll-gmaps-chijy0pvdki7nterxrsufrtk7-0,toll_station,Trạm thu phí Yên Mỹ,Trạm thu phí Yên Mỹ,osm_placeholder_name,medium,matched OSM name is placeholder,Trạm thu phí Yên Mỹ | OSM toll 4686546644 | Trạm Thu phí Yên Mỹ | Trạm Thu phí Yên Mỹ | Trạm Thu phí Yên Mỹ | Trạm Thu phí Yên Mỹ | Trạm thu phí Yên Mỹ,Hưng Yên,,20.850209,106.027549
vn-toll-gmaps-chijy0pvdki7nterxrsufrtk7-0,toll_station,Trạm thu phí Yên Mỹ,Trạm thu phí Yên Mỹ,source_name_conflict,medium,current name differs from OSM name: OSM toll 4686546644,Trạm thu phí Yên Mỹ | OSM toll 4686546644 | Trạm Thu phí Yên Mỹ | Trạm Thu phí Yên Mỹ | Trạm Thu phí Yên Mỹ | Trạm Thu phí Yên Mỹ | Trạm thu phí Yên Mỹ,Hưng Yên,,20.850209,106.027549
vn-toll-gmaps-chijizmkglgeoderl3wwuangeo8,toll_station,Trạm thu phí Ô Môn,Trạm thu phí Ô Môn,osm_placeholder_name,medium,matched OSM name is placeholder,Trạm thu phí Ô Môn | OSM toll 5003536551 | Trạm Thu phí Ô Môn | Trạm Thu phí Ô Môn | Trạm thu phí Ô Môn,Cần Thơ,,10.111717,105.648978
vn-toll-gmaps-chijizmkglgeoderl3wwuangeo8,toll_station,Trạm thu phí Ô Môn,Trạm thu phí Ô Môn,source_name_conflict,medium,current name differs from OSM name: OSM toll 5003536551,Trạm thu phí Ô Môn | OSM toll 5003536551 | Trạm Thu phí Ô Môn | Trạm Thu phí Ô Môn | Trạm thu phí Ô Môn,Cần Thơ,,10.111717,105.648978
vn-toll-gmaps-chijldpaqq0aqjermirp-ousmjs,toll_station,Trạm thu phí Điện Bàn,Trạm thu phí Điện Bàn,osm_placeholder_name,medium,matched OSM name is placeholder,Trạm thu phí Điện Bàn | OSM toll 5589299568 | Nhà đất Trạm Thu phí Điện Bàn | Nhà đất Trạm Thu phí Điện Bàn | Trạm thu phí Điện Bàn,Đà Nẵng,,15.930527,108.228712
